documentid,property,value
10711183,借款,275000
10711183,借款,255000
10711183,借款,254000
10712839,支行借款本金,20000
10712839,本息合计,57536.76
10712839,借款本金,20000
10712839,借款,20000
10712839,本息,57536.76
10712839,本金,20000
10721855,借款本金人民币,423494
10721855,支付利息,323494
10721855,借款本金,423494
10721855,借款,423494
10721855,本金,423494
10721861,理赔款,26989.44
10721861,保险费,790.22
10722307,误工费,194367.48
10722307,交通费,194367.48
10722307,交通费,194367.48
10723192,各项损失,54213.22
10723256,物业服务费,4269.60
10723256,违约金,276.40
10723256,服务费,4269.60
10723296,精神损害抚慰金,66708.9
10723296,财产损失,66708.9
10723296,各项损失,66708.9
10724046,违约金,27468.56
10724316,借款本金人民币,150000
10724316,支付利息,4085.2
10724316,借款本金,150000
10724316,借款,150000
10724316,本金,150000
10724316,案件受理费,3382
10724357,借款本金人民币,100000
10724357,支付利息,15857.72
10724357,借款本金,100000
10724357,借款,100000
10724357,本金,100000
10724357,案件受理费,2618
10724364,借款本金人民币,110000
10724364,支付利息,7584.05
10724364,借款本金,110000
10724364,借款,110000
10724364,本金,110000
10724364,案件受理费,2652
10725098,支行借款本金,7262.22
10725098,借款本金,7262.22
10725098,借款本金,7262.22
10725098,借款,7262.22
10725098,借款,7262.22
10725098,本金,7262.22
10725098,本金,7262.22
10725098,律师代理费,2000
10725102,借款本金,2000000
10725102,借款,2000000
10725102,借款,2000000
10725102,本金,2000000
10725102,律师代理费,30000
10725760,贷款本金,157682.84
10725760,本金,157682.84
10725760,本金,172594.74
10780288,各项损失,93112.90
10780288,精神抚慰金,96800
10780288,残疾赔偿金,96800
10780288,财产损失,2000
10780288,各项损失,158400
10780288,赔偿金,96800
10780288,医疗费,8800
10780288,各项损失,1800
10780288,护理费,1100
10780288,误工费,1100
10780288,医疗费,100
10780288,各项损失,3302.70
10782740,住院伙食补助费,510
10782740,伙食补助费,510
10782740,护理费,2275.28
10782740,误工费,1530
10782740,交通费,200
10782740,交通费,200
10782740,医疗费,10730.79
10784576,贷款本金,24000
10784576,本金,24000
10784578,贷款本金,50000
10784578,本金,50000
10785654,借款,160000
10788756,伤残赔偿金,49185.6
10788756,护理费,15200
10788756,交通费,850
10788756,鉴定费,1700
10788756,营养费,1080
10788756,交通费,850
10788756,赔偿金,49185.6
10788756,医疗费,20000
10788756,医疗费,7940.54
10791307,借款本金,148000
10791307,借款,148000
10791307,本金,148000
10791316,借款本金,21590
10791316,违约金,10000
10791316,借款,21590
10791316,本金,21590
10791317,借款本金,9000
10791317,借款本金,16000
10791317,借款本金,16000
10791317,借款本金,15000
10791317,借款本金,14000
10791317,借款本金,13000
10791317,借款本金,12000
10791317,借款本金,11000
10791317,借款本金,9000
10791317,借款本金,8000
10791317,借款本金,7000
10791317,借款,9000
10791317,借款,16000
10791317,借款,16000
10791317,借款,16000
10791317,借款,15000
10791317,借款,14000
10791317,借款,13000
10791317,借款,12000
10791317,借款,11000
10791317,借款,9000
10791317,借款,8000
10791317,借款,7000
10791317,借款,2000
10791317,本金,9000
10791317,本金,16000
10791317,本金,16000
10791317,本金,15000
10791317,本金,14000
10791317,本金,13000
10791317,本金,12000
10791317,本金,11000
10791317,本金,9000
10791317,本金,8000
10791317,本金,7000
10801698,衣物损失,1530.09
10801698,误工费,1530.09
10801698,营养费,1530.09
10801698,损失费,1530.09
10804762,律师费,3500
10804762,停车费,60
10804762,车费,60
10806687,租金,65326
10806687,滞纳金,5125.71
10806687,租金,65326
10806688,租金,57399
10806688,滞纳金,5965.63
10806688,滞纳金,5965.63
10806688,租金,57399
10808935,租金,1012302.20
10808935,使用费,436392
10808935,违约金,1316.17
10808935,电费,74422.31
10808935,违约金,289490.80
10808935,租金,286120.70
10810481,本金,1511100
10810481,本金,1600000
10810481,律师费,100000
10818745,车辆损失,11226
10818747,住院伙食补助费,850
10818747,伙食补助费,850
10818747,损失医疗费,15250.3
10818747,营养费,255
10818747,医疗费,15250.3
10818747,医疗费,10000
10818747,护理费,1330
10818747,误工费,4694.4
10818747,交通费,400
10818747,交通费,400
10818747,车损,1475
10818747,评估费,210
10818749,住院伙食补助费,1500
10818749,伙食补助费,1500
10818749,损失医疗费,29038.32
10818749,营养费,450
10818749,医疗费,29038.32
10818749,医疗费,10000
10818749,护理费,2347.2
10818749,误工费,9388.8
10818749,交通费,600
10818749,交通费,600
10818773,财产损失,2000
10818773,评估费,370
10818773,车费,270
10818773,车损,7359
10818775,住院伙食补助费,4500
10818775,伙食补助费,4500
10818775,损失医疗费,36472.45
10818775,营养费,1350
10818775,医疗费,36472.45
10818775,精神抚慰金,8000
10818775,残疾赔偿金,58230.90
10818775,护理费,10499.90
10818775,交通费,600
10818775,交通费,600
10818775,赔偿金,58230.90
10818775,鉴定费,1500
10818777,财产损失,2000
10818777,各项损失,34593
10818777,施救费,800
10818777,评估费,1739
10818777,车损,34593
10818779,住院伙食补助费,3850
10818779,伙食补助费,3850
10818779,损失医疗费,118057.55
10818779,各项损失,118057.55
10818779,营养费,1155
10818779,医疗费,118057.55
10818779,各项损失,8371.68
10818779,护理费,8371.68
10818779,交通费,600
10818779,交通费,600
10818781,评估费,4516
10818781,车损,90130
10818781,评估费,4516
10825741,违约金,778410
10825741,违约金,778410
10827695,借款本金,3300000
10827695,借款,3300000
10827695,本金,3300000
10830271,住院伙食补助费,9575.7
10830271,伙食补助费,9575.7
10830271,护理费,35
10830271,误工费,35
10830271,交通费,35
10830271,施救费,405
10830271,交通费,35
10830271,医疗费,9575.7
10830271,车损,405
10830271,医疗费,5000
10830272,住院伙食补助费,10000
10830272,住院伙食补助费,21289.73
10830272,被抚养人生活费,101363.14
10830272,二次手术费,21289.73
10830272,伙食补助费,10000
10830272,伙食补助费,21289.73
10830272,交通费,101363.14
10830272,生活费,101363.14
10830272,交通费,101363.14
10830272,检查费,101363.14
10830272,医疗费,10000
10830272,医疗费,21289.73
10830272,复印费,14
10830274,精神损害抚慰金,110000
10830274,住院伙食补助费,10000
10830274,伙食补助费,10000
10830274,残疾赔偿金,110000
10830274,交通费,110000
10830274,交通费,110000
10830274,赔偿金,110000
10830274,医疗费,10000
10830274,车损,2000
10830274,精神损害抚慰金,33230.59
10830274,交通费,33230.59
10830274,交通费,33230.59
10830274,医疗费,15483
10830277,住院伙食补助费,10000
10830277,住院伙食补助费,2419.34
10830277,伙食补助费,10000
10830277,伙食补助费,2419.34
10830277,护理费,15517.35
10830277,误工费,15517.35
10830277,交通费,15517.35
10830277,营养费,10000
10830277,营养费,2419.34
10830277,交通费,15517.35
10830277,医疗费,10000
10830277,医疗费,2419.34
10830278,精神损害抚慰金,89719.41
10830278,住院伙食补助费,10000
10830278,住院伙食补助费,31478.5
10830278,伙食补助费,10000
10830278,伙食补助费,31478.5
10830278,财产损失,800
10830278,交通费,89719.41
10830278,营养费,10000
10830278,营养费,31478.5
10830278,交通费,89719.41
10830278,检查费,89719.41
10830278,医疗费,10000
10830278,医疗费,31478.5
10830278,医疗费,25000
10837996,车损,2000
10837996,拖车费,18860
10837996,车费,18860
10837996,车损,18860
10843667,精神损害抚慰金,50000
10843667,死亡赔偿金,33797
10843667,误工费,3000
10843667,交通费,3000
10843667,丧葬费,23203
10843667,交通费,3000
10843667,赔偿金,33797
10843667,被抚养人生活费,280596
10843667,死亡赔偿金,415323
10843667,生活费,280596
10843667,赔偿金,415323
10857724,透支本金,2263.09
10857724,本金,2263.09
10857726,违约金,427900
10857726,违约金,427900
10857738,本金,19704899.13
10857738,本金,19741809.03
10857738,本金,19704919.45
10857738,本金,19704899.13
10859109,医疗费用,10000
10859109,医疗费,10000
10867074,借款本金人民币,300000
10867074,借款本金,300000
10867074,借款,300000
10867074,本金,300000
10867074,借款本金人民币,300000
10867074,借款本金,300000
10867074,借款,300000
10867074,本金,300000
10867737,借款本金,99800
10867737,借款,99800
10867737,本金,99800
10867737,本金,100000
10867737,本金,100000
10867737,本金,99900
10867737,本金,99800
10870612,住院伙食补助费,6316.6
10870612,各项经济损失,6316.6
10870612,伙食补助费,6316.6
10870612,经济损失,6316.6
10870612,交通费,6316.6
10870612,交通费,6316.6
10870614,各项经济损失,2326.86
10870614,经济损失,2326.86
10870614,误工费,2326.86
10870614,交通费,2326.86
10870614,交通费,2326.86
10872206,支付利息,30000
10872206,借款,34500
10872206,本金,30000
10904014,营养费,3000
10904014,抚养费,500
10906472,误工费,264604.1
10906472,交通费,264604.1
10906472,生活费,264604.1
10906472,交通费,264604.1
10906492,医疗费,37068.3
10906492,护理费,1311.4
10906492,误工费,3047.1
10906492,交通费,500
10906492,交通费,500
10906492,医疗费,10000
10906512,医疗费,248004.57
10907352,支付利息,60000
10907352,借款本金,80000
10907352,借款,80000
10907352,本金,80000
10907548,赔偿金,27273.5
10908258,生活费,500
10910055,护理费,200
10910055,生活费,200
10924207,违约金,24693
10924211,违约金,55070.9
10924211,违约金,506264.5
10924211,租金,506264.5
10924215,本金,406788
10924222,本金,226751.91
10924222,租金,226751.91
10924222,租金,226751.91
10934240,被抚养人生活费,59152.60
10934240,护理费,59152.60
10934240,鉴定费,59152.60
10934240,医药费,10000
10934240,生活费,59152.60
10934240,医药费,4386.28
10934240,医药费,6466.12
10934364,残疾赔偿金,38477.60
10934364,鉴定费,38477.60
10934364,赔偿金,38477.60
10939201,租金,167180
10939203,物业管理费,10185.20
10963542,各项损失,30072.49
10963542,各项损失,18048.33
10964740,各项损失,41002.87
10966981,借款本金,40000
10966981,借款,40000
10966981,本金,40000
10967103,借款本金,1500000
10967103,借款,1500000
10967103,本金,1500000
10967185,借款本金,500000
10967185,借款,500000
10967185,本金,500000
10967903,借款本金,120000
10967903,借款本金,1000
10967903,借款,120000
10967903,借款,4480
10967903,借款,1000
10967903,本金,120000
10967903,本金,1000
10970488,借款,70000
10989274,车损,51977
10991061,精神损害抚慰金,5000
10991061,车辆损失费,380
10991061,残疾赔偿金,27729
10991061,财产损失,380
10991061,车辆损失,380
10991061,护理费,7433.16
10991061,误工费,14475.11
10991061,交通费,1000
10991061,损失费,380
10991061,交通费,1000
10991061,赔偿金,27729
10991061,医疗费,10000
10991061,医疗费,10000
10991061,住院伙食补助费,9500
10991061,伙食补助费,9500
10991061,鉴定费,2000
10991061,营养费,4750
10991061,评估费,100
10991061,医疗费,9622
10991061,车费,16
10991061,检费,300
10991061,复印费,7.5
10991093,财产损失,2000
10991093,车辆损失,2000
10991093,车辆损失,38000
10991093,车费,300
10993691,精神抚慰金,110000
10993691,残疾赔偿金,110000
10993691,误工费,110000
10993691,赔偿金,110000
10993691,医疗费,10000
10993691,住院伙食补助费,67666.08
10993691,伙食补助费,67666.08
10993691,营养费,67666.08
10993691,检查费,67666.08
10994228,二次手术费,12000
10994228,伙食补助费,510
10994228,营养费,510
10994228,医疗费,81647.16
10994228,精神抚慰金,6000
10994228,残疾赔偿金,36408
10994228,护理费,9000
10994228,误工费,8415
10994228,交通费,900
10994228,交通费,900
10994228,赔偿金,36408
10994228,鉴定费,2000
10994228,精神抚慰金,108994.50
10994228,残疾赔偿金,108994.50
10994228,赔偿金,108994.50
10994230,精神抚慰金,3000
10994230,残疾赔偿金,5093
10994230,护理费,9000
10994230,交通费,1550
10994230,交通费,1550
10994230,赔偿金,5093
10994230,医疗费,10000
10994230,伙食补助费,630
10994230,营养费,2700
10994230,医疗费,20111.44
10994230,鉴定费,1400
10994230,鉴定费,980
10994230,理赔款,20915.88
10995427,住院伙食补助费,3500.00
10995427,伤残赔偿金,2000.00
10995427,伙食补助费,3500.00
10995427,精神抚慰金,10000.00
10995427,护理费,12000.00
10995427,误工费,16727.00
10995427,交通费,2000.00
10995427,交通费,2000.00
10995427,赔偿金,2000.00
10995427,修理费,2695.00
10995427,医疗费,48986.80
10995427,住院伙食补助费,42486.80
10995427,伙食补助费,42486.80
10995427,护理费,21047.00
10995427,误工费,21047.00
10995427,交通费,21047.00
10995427,鉴定费,2625.00
10995427,交通费,21047.00
10995427,修理费,695.00
10995427,医疗费,42486.80
10999704,滞纳金,12981.92
10999706,透支本金,8243.49
10999706,滞纳金,8243.49
10999706,本金,8243.49
10999708,借款本金,21882.28
10999708,借款,21882.28
10999708,本金,21882.28
11006132,水电费,535496
11006132,押金,535496
11006132,租金,535496
11006132,电费,535496
11014578,伤残赔偿金,40048.8
11014578,精神抚慰金,15000
11014578,护理费,19716
11014578,交通费,500
11014578,交通费,500
11014578,赔偿金,40048.8
11014578,医疗费,6020
11014578,住院伙食补助费,6510
11014578,二次手术费,4900
11014578,伙食补助费,6510
11014578,营养费,1953
11014578,医疗费,15755.6
11014578,医疗费,7661.42
11025962,借款本息,97819.36
11025962,借款,97819.36
11025962,本息,97819.36
11025978,流动资金,46546
11025978,利息损失,3646
11026001,借款本金,460000
11026001,借款,460000
11026001,本金,460000
11034080,借款本金,40000
11034080,借款,40000
11034080,本金,40000
11035053,抚养费,19200.00
11035053,抚养费,16710.00
11035053,抚养费,800.00
11035053,医疗费,38169.13
11054648,租金,467827
11054648,逾期付款违约金,252875
11054648,违约金,252875
11054648,欠款,467827
11054651,租金,472123
11054651,逾期付款违约金,232501
11054651,违约金,232501
11054651,欠款,472123
11054657,租金,146952
11054657,逾期付款违约金,31390
11054657,违约金,31390
11054657,欠款,146952
11068999,鉴定费,1500
11068999,评估费,2381
11071054,支付利息,2166.14
11071054,借款,780000
11071059,支付利息,540
11071059,借款,100000
11071066,支付利息,500
11071066,借款,450000
11089224,违约金,1000000
11091569,借款本金,4800237.19
11091569,借款,4800237.19
11091569,本金,4800237.19
11094936,一次性伤残就业补助金,43207.33
11094936,护理费,5920
11096039,借款,15000
11097104,借款本金,40000
11097104,借款,40000
11097104,本金,40000
11097205,借款,1216340
11101224,被扶养人生活费,112448
11101224,被扶养人生活费,112448
11101224,住院伙食补助费,4680
11101224,住院伙食补助费,4680
11101224,后续治疗费,31267.5
11101224,后续治疗费,31267.5
11101224,伙食补助费,4680
11101224,伙食补助费,4680
11101224,精神抚慰金,9000
11101224,精神抚慰金,9000
11101224,治疗费,31267.5
11101224,治疗费,31267.5
11101224,护理费,124860
11101224,护理费,124860
11101224,误工费,43714
11101224,误工费,43714
11101224,交通费,3800
11101224,交通费,3800
11101224,生活费,112448
11101224,生活费,112448
11101224,交通费,3800
11101224,交通费,3800
11101224,赔偿金,711147
11101224,赔偿金,598699
11101224,赔偿金,711147
11101224,赔偿金,598699
11101224,医疗费,132032.4
11101224,医疗费,132032.4
11101224,被扶养人生活费,112448
11101224,住院伙食补助费,4680
11101224,后续治疗费,31267.5
11101224,伙食补助费,4680
11101224,治疗费,31267.5
11101224,护理费,124860
11101224,误工费,43714
11101224,交通费,3800
11101224,鉴定费,5000
11101224,生活费,112448
11101224,交通费,3800
11101224,赔偿金,711147
11101224,赔偿金,598699
11101224,医疗费,132032.4
11106301,本金及利息,12300
11106301,本金,12300
11110889,借款本金,49990
11110889,借款,49990
11110889,本金,49990
11110933,抚养费,600
11112428,借款本金,29672.51
11112428,借款,29672.51
11112428,本金,29672.51
11112456,借款,200000
11114791,住院伙食补助费,414
11114791,伙食补助费,414
11114791,护理费,4457
11114791,误工费,7533
11114791,交通费,200
11114791,营养费,230
11114791,交通费,200
11114791,医疗费,26471.42
11122117,精神抚慰金,5000
11122117,残疾赔偿金,65076
11122117,护理费,7770
11122117,误工费,24069.20
11122117,交通费,400
11122117,交通费,400
11122117,赔偿金,65076
11122295,住院伙食补助费,432
11122295,垫付医疗费,26622.64
11122295,伙食补助费,432
11122295,各项损失,71652.64
11122295,护理费,10080
11122295,误工费,32538
11122295,交通费,400
11122295,鉴定费,2074
11122295,鉴定费,2074
11122295,营养费,1080
11122295,损失费,500
11122295,诉讼费,2074
11122295,诉讼费,2074
11122295,交通费,400
11122295,医疗费,26622.64
11122295,医疗费,26622.64
11122449,精神抚慰金,421000
11122449,交通费,421000
11122449,损失费,421000
11122449,交通费,421000
11122518,交通费,100
11122518,交通费,100
11122518,医疗费,962.5
11122557,精神损害抚慰金,3000
11122557,住院伙食补助费,252
11122557,后续治疗费,6000
11122557,伙食补助费,252
11122557,残疾赔偿金,45553.20
11122557,治疗费,6000
11122557,护理费,4800
11122557,误工费,16269
11122557,交通费,200
11122557,营养费,660
11122557,损失费,500
11122557,交通费,200
11122557,赔偿金,45553.20
11122557,医疗费,18340.82
11122557,医疗费用,18340.82
11122557,各项损失,10676.97
11122557,医疗费,18340.82
11122557,案件受理费,1637.30
11122557,案件受理费,1637.30
11122557,鉴定费,1637.30
11122557,鉴定费,1637.30
11122719,医疗费,29681.61
11122719,医疗费,834.60
11122734,住院伙食补助费,234
11122734,伙食补助费,234
11122734,精神抚慰金,3000
11122734,残疾赔偿金,65076
11122734,医疗费用,15015.10
11122734,护理费,8240
11122734,误工费,18900
11122734,交通费,200
11122734,鉴定费,2071.50
11122734,营养费,540
11122734,交通费,200
11122734,赔偿金,65076
11122734,医疗费,15015.10
11123632,鉴定费,1248
11123813,各项损失,63291.18
11123813,各项损失,46964.47
11124318,各项损失,9285.69
11124318,各项损失,8858.66
11125308,借款,100000
11125377,各项损失,159352.29
11125377,医疗费,23816.29
11127298,支行借款本金,70000
11127298,本息合计,206108.05
11127298,借款本金,70000
11127298,借款,70000
11127298,本息,206108.05
11127298,本金,70000
11127298,支行借款本金,625000
11127298,本息合计,1965550.88
11127298,借款本金,625000
11127298,借款,625000
11127298,本息,1965550.88
11127298,本金,625000
11130557,财产损失,2000
11130557,经济损失,114392.94
11130557,经济损失,10000
11130557,经济损失,92241.8
11130557,经济损失,2000
11130557,医疗费,10000
11130557,经济损失,10151.14
11130557,经济损失,107347.6
11132506,借款,400000
11136921,借款本金,110000
11136921,借款,110000
11136921,还款,110000
11136921,本金,110000
11136921,本金,110000
11136921,本金,110000
11138684,借款本金,30000
11138684,借款,30000
11138684,借款,20000
11138684,借款,10000
11138684,本金,30000
11139618,各项损失,109636.74
11140821,借款,400000
11140821,本金,400000
11140821,本金,400000
11141544,借款本金,350000
11141544,借款,350000
11141544,本金,350000
11146764,支行借款本金,495346.52
11146764,借款本金,495346.52
11146764,律师费,32875
11146764,借款,495346.52
11146764,本金,495346.52
11146764,本金,13.01
11151902,律师代理费,20000
11151902,借款,500000
11157966,违约金,6062
11165262,借款,3000000
11165262,律师代理费,139580
11167370,案件受理费,240
11167374,借款本金,80000.00
11167374,借款本金,28000.00
11167374,借款本金,31000.00
11167374,借款本金,24000.00
11167374,借款,80000.00
11167374,借款,28000.00
11167374,借款,31000.00
11167374,借款,24000.00
11167374,本金,80000.00
11167374,本金,28000.00
11167374,本金,31000.00
11167374,本金,24000.00
11167374,欠款,163000.00
11167447,借款本金,4000000
11167447,借款,4000000
11167447,本金,4000000
11167457,借款本金,500000
11167457,借款,500000
11167457,本金,500000
11167457,本金,500000
11167457,律师代理费,10000
11167461,借款本金,3000000
11167461,借款,3000000
11167461,本金,3000000
11167461,价款,2000000
11167465,借款本金,2000000
11167465,借款,2000000
11167465,本金,2000000
11167465,本金,2000000
11167465,律师代理费,40000
11168040,借款,550000
11168040,借款,300000
11169938,精神损害抚慰金,1000
11169938,残疾赔偿金,56528
11169938,护理费,7050.75
11169938,交通费,300
11169938,交通费,300
11169938,赔偿金,56528
11169938,医疗费,10000
11169938,住院伙食补助费,690
11169938,伙食补助费,690
11169938,医疗费,9430.35
11169938,鉴定费,2500
11174231,逾期付款违约金,133829.35
11174231,违约金,133829.35
11184335,借款本金,140000
11184335,借款本金,110000
11184335,借款本金,30000
11184335,借款,140000
11184335,借款,110000
11184335,借款,30000
11184335,本金,140000
11184335,本金,110000
11184335,本金,30000
11184335,借款本金,100000
11184335,借款本金,50000
11184335,借款本金,50000
11184335,借款,100000
11184335,借款,50000
11184335,借款,50000
11184335,本金,100000
11184335,本金,50000
11184335,本金,50000
11184339,违约金,70000
11184339,租金,1088649.6
11187115,违约金,81000
11191225,支付利息,65000
11191225,滞纳金,65000
11191225,滞纳金,10500
11191225,欠款,415000
11191225,欠款,10500
11191354,护理费,47850.36
11191354,误工费,47850.36
11191354,交通费,47850.36
11191354,鉴定费,47850.36
11191354,交通费,47850.36
11192050,借款本金,100000
11192050,借款,100000
11192050,本金,100000
11206100,生活费,500
11206264,生活费,160
11207217,工程款,206517.59
11212773,借款,600000
11212773,借款,500000
11218515,住院伙食补助费,240
11218515,伙食补助费,240
11218515,法医鉴定费,620
11218515,经济损失,16536.53
11218515,护理费,3420.23
11218515,误工费,7789.20
11218515,交通费,500
11218515,鉴定费,620
11218515,交通费,500
11218515,医疗费,16536.53
11218515,医疗费,3967.10
11223071,各项经济损失,620000
11223071,经济损失,620000
11223071,各项损失,291893.58
11235777,借款本金,49900
11235777,借款本金,50000
11235777,借款本金,49900
11235777,借款,49900
11235777,借款,50000
11235777,借款,49900
11235777,本金,49900
11235777,本金,50000
11235777,本金,49900
11236609,支付利息,125000
11236609,借款本金,500000
11236609,借款,500000
11236609,本金,500000
11237670,精神抚慰金,40633.57
11237670,交通费,40633.57
11237670,鉴定费,800
11237670,交通费,40633.57
11237670,精神抚慰金,24380.14
11237670,交通费,24380.14
11237670,交通费,24380.14
11237871,医疗费,10000
11237871,公司赔偿款,28966
11237871,医疗费,40500
11241943,借款本金人民币,334000
11241943,借款本金,334000
11241943,借款,334000
11241943,借款,234000
11241943,本金,334000
11242631,借款,100000
11245530,借款本金人民币,68000
11245530,借款本金,68000
11245530,借款,68000
11245530,本金,68000
11245969,各项损失,70057
11247205,精神抚慰金,48096.93
11247205,残疾赔偿金,48096.93
11247205,鉴定费,48096.93
11247205,赔偿金,48096.93
11247346,逾期付款违约金,699
11247346,物业服务费,2353
11247346,违约金,699
11247346,违约金,699
11247346,服务费,2353
11249808,借款本金人民币,3999999
11249808,借款本金,3999999
11249808,借款,3999999
11249808,本金,3999999
11252719,滞纳金,3133.66
11252719,服务费,880
11252719,透支款,149997.20
11252719,本金,149997.20
11253117,鉴定费,3160
11253117,医疗费,45251.86
11253117,经济损失,2372.57
11253117,经济损失,41174.74
11259727,借款本金,3500
11259727,借款,3500
11259727,本金,3500
11259727,借款,845.46
11260474,停车费,16965
11260474,拖车费,16965
11260474,车费,16965
11260474,车费,16965
11260474,车损,16965
11261137,借款,100000
11274192,经济损失,885040
11274870,贷款本金,49930.39
11274870,本金,49930.39
11274880,精神损害抚慰金,118654.64
11274880,各项损失,118654.64
11274880,交通费,118654.64
11274880,鉴定费,118654.64
11274880,交通费,118654.64
11274880,医疗费,28780.04
11275893,精神损害抚慰金,5000
11275893,被扶养人生活费,10574.4
11275893,住院伙食补助费,1530
11275893,伙食补助费,1530
11275893,残疾赔偿金,16744
11275893,护理费,5200
11275893,误工费,10093.2
11275893,交通费,800
11275893,鉴定费,1000
11275893,生活费,10574.4
11275893,交通费,800
11275893,赔偿金,16744
11275893,医疗费,74839.16
11278360,借款本金,142000
11278360,借款,142000
11278360,本金,142000
11278360,借款本金,1067200
11278360,借款,1067200
11278360,本金,1067200
11280238,借款本金,400000
11280238,借款,400000
11280238,本金,400000
11280238,借款,300000
11284394,支付利息,2000000
11284394,借款本金,2000000
11284394,借款本金,2000000
11284394,借款本金,2000000
11284394,违约金,2000000
11284394,违约金,2000000
11284394,借款,2000000
11284394,借款,2000000
11284394,借款,2000000
11284394,本金,2000000
11284394,本金,2000000
11284394,本金,2000000
11284394,借款本金,2000000
11284394,借款,2000000
11284394,本金,2000000
11306749,精神抚慰金,12000
11306749,精神抚慰金,12000
11306749,残疾赔偿金,98000
11306749,护理费,98000
11306749,误工费,98000
11306749,交通费,98000
11306749,交通费,98000
11306749,赔偿金,98000
11306749,医疗费,10000
11306749,残疾赔偿金,239723.45
11306749,误工费,239723.45
11306749,交通费,239723.45
11306749,交通费,239723.45
11306749,赔偿金,239723.45
11306749,残疾赔偿金,239723.45
11306749,误工费,239723.45
11306749,交通费,239723.45
11306749,交通费,239723.45
11306749,赔偿金,239723.45
11309550,精神损害抚慰金,1000
11309550,住院伙食补助费,300
11309550,伙食补助费,300
11309550,护理费,609.4
11309550,误工费,609.4
11309550,医疗费,6642.92
11310494,借款本金人民币,12000
11310494,本息合计,14543.91
11310494,借款本金,12000
11310494,借款,12000
11310494,本息,14543.91
11310494,本金,12000
11310494,本金,12000
11318965,借款本金,98000
11318965,借款,98000
11318965,借款,36000
11318965,借款,62000
11318965,本金,98000
11322056,滞纳金,35670.52
11322056,滞纳金,1707.25
11322056,本金,29953.32
11322103,滞纳金,231085.53
11322103,滞纳金,11674.08
11322103,本金,187990.20
11322232,违约金,4350
11322232,使用费,3000
11322232,租金,14499
11323574,精神损害抚慰金,34251.8
11323574,残疾赔偿金,34251.8
11323574,赔偿金,34251.8
11326077,住院伙食补助费,640
11326077,车辆维修费,2000
11326077,伙食补助费,640
11326077,护理费,1619.84
11326077,误工费,1312
11326077,医疗费,6770.26
11326077,维修费,2000
11326077,车辆维修费,22905
11326077,维修费,22905
11326191,住院伙食补助费,980
11326191,伙食补助费,980
11326191,护理费,5197.20
11326191,误工费,17296
11326191,交通费,16113.50
11326191,营养费,1500
11326191,住宿费,308
11326191,交通费,16113.50
11326191,检查费,760
11326191,医疗费,19273.40
11334280,借款本息,105861.13
11334280,本息合计,105861.13
11334280,借款,105861.13
11334280,本息,105861.13
11334280,本金,78021.93
11359122,住院伙食补助费,4696.23
11359122,伙食补助费,4696.23
11359122,鉴定费,4696.23
11359122,营养费,4696.23
11360337,精神损害抚慰金,5000
11360337,被抚养人生活费,18269
11360337,残疾赔偿金,96241.2
11360337,护理费,5074
11360337,误工费,6000
11360337,交通费,500
11360337,鉴定费,600
11360337,营养费,1180
11360337,生活费,18269
11360337,交通费,500
11360337,赔偿金,96241.2
11360337,医疗费,43117.52
11360337,各项损失,18000
11360466,精神损害抚慰金,15000
11360466,残疾辅助器具费,580
11360466,住院伙食补助费,1480
11360466,被抚养人生活费,107382
11360466,伙食补助费,1480
11360466,残疾赔偿金,218730
11360466,治疗费,32000
11360466,护理费,10560
11360466,误工费,27225
11360466,交通费,2000
11360466,鉴定费,1200
11360466,营养费,2680
11360466,生活费,107382
11360466,交通费,2000
11360466,赔偿金,218730
11366200,伤残赔偿金,35809.2
11366200,精神抚慰金,4000
11366200,护理费,15243.33
11366200,交通费,800
11366200,鉴定费,900
11366200,交通费,800
11366200,赔偿金,35809.2
11366200,医疗费,10000
11366200,住院伙食补助费,7950
11366200,伙食补助费,7950
11366200,医疗费,2162.11
11366200,垫付医疗费,10700
11366200,医疗费,10700
11368967,车辆修理费,199057
11368967,鉴定费,5000
11368967,修理费,199057
11373016,违约金,114704.06
11373016,租金,114704.06
11374300,精神损害抚慰金,163490
11374300,住院伙食补助费,163490
11374300,伙食补助费,163490
11374300,鉴定费,163490
11374300,医疗费,27901.99
11374348,医疗费用,10000
11374348,医疗费,10000
11374348,医疗费,10000
11374348,精神抚慰金,15000
11374348,残疾赔偿金,70868
11374348,护理费,7077.50
11374348,误工费,11380
11374348,交通费,400
11374348,交通费,400
11374348,赔偿金,70868
11374348,住院伙食补助费,1600
11374348,伙食补助费,1600
11374348,营养费,1500
11374348,医疗费,14214.38
11377534,违约金,463873
11380560,被扶养人生活费,112300
11380560,被扶养人生活费,73887.22
11380560,车辆损失,112300
11380560,生活费,112300
11380560,生活费,73887.22
11380560,鉴定费,800
11381361,住院伙食补助费,1650
11381361,伙食补助费,1650
11381361,医疗费,18183.93
11381361,精神损害抚慰金,5000
11381361,残疾赔偿金,20462.4
11381361,护理费,3164.04
11381361,交通费,500
11381361,交通费,500
11381361,赔偿金,20462.4
11381361,鉴定费,900
11381361,复印费,36
11384415,住院伙食补助费,6838.18
11384415,伙食补助费,6838.18
11384415,车辆损失费,11315
11384415,车辆损失,11315
11384415,护理费,5028.44
11384415,误工费,5028.44
11384415,交通费,5028.44
11384415,施救费,11315
